uid,texto,fecha_prueba,apertura,presenta_apertura,responsabilidad,presenta_responsabilidad,sociabilidad,presenta_sociabilidad,amabilidad,presenta_amabilidad,neuroticismo,presenta_neuroticismo,fechaNacimiento,sexo,edad_calculada,Experimento
czMKuBjw7CcgnGELXprcpv9DwuF2, Bueno a mí me encanta ver películas Y pues entre las películas que más me gustan serían 4 2 serían películas animadas y otras dos no animadas las cuales serían por dar un ejemplo en el cuarto lugar sería Kunfu panda las tres películas Son muy buenas Shrek igual las cuatro pero pues la tercera es la que menos me gusta la segunda sería Yoyo Rabbit y la número sería planeta de los simios pero no en si todas las saga de planeta de los simios más sino más que nada las últimas películas que salieron que sería la trilogía y pues eso me gusta porque me gusta lo que son las películas de ciencia-ficción y me gusta y me gusta lo que es la historia ,02/11/2021,0.6,No,0.9,Sí,0.3,No,0.7,Sí,0.8,Sí,10/12/1998,Masculino,22,Exp 3-1
4GzWaLIpMhSCYUzVThRddYBLPbc2, Pues como te decía si me gustó mucho el capítulo de la semana pero pues para mí hay que hacer unos cambios en cuanto a la escritura de lo que ha ocurrido no se me hace bien esa cosa de Qué saque poderes de la nada y pues también las cosas que pasan a menudo güey no entiendo porque el autor hace eso mínimo ocupa más explicación a lo que yo me refiero no que de una otra cosa también que digo es de qué de qué pues si van a hacer así esos cambios en la serie mínimo que nos expliquen con antelación porque a mí se me hizo muy de una pues que sacara ese poder de la nada me refiero ah me refiero mucho a la habilidad esa que de una pues no pues que no era fuerte pero de una ya es bien fuerte yo digo pues de qué mínimo justifiquen un poco más pues a ver cómo es posible de qué le pegue ese cabrón de qué pues ya está muy nos lo mostró,02/11/2021,1,Sí,0.9,Sí,0.5,No,0.7,Sí,0.5,No,12/01/1999,Masculino,22,Exp 3-1
2XiTmfAzbZZKfoFdCUi0cRGdLzS2, Hace rato estaba como por mediodía estaba viendo que iba a comer o no porque había comido de lo que me sobraba del día de ayer entonces para no batallar dije no pues me como eso ya no batallo pero andaba en Tik Tok y me parecieron un montón de recetas así como de qué no pues tienes que hacer comida no vas a comer lo que hiciste ayer me pareció un arroz frito y yo ya había hecho algo parecido pero no como la gran cosa entonces casualmente tenía todos los ingredientes en mi casa entonces yo lo tome como de qué tienes que hacer eso o sea no hay excusas para no hacerlo y pues andaba haciéndolo Super Cool hice un montón de arroz fue exagerada y se acabó todo y yo me quedé como de comí demasiado,05/11/2021,0.7,Sí,0.5,No,0.7,Sí,0.9,Sí,0.7,Sí,01/04/2003,Femenino,18,Exp 3-1
alkdX33vJfcDSEVs11w8faKTtUw2, Qué cómo están no pues la otra vez estaba pues últimamente he estado jugando un juego en línea en la computadora que es muy bueno la verdad si está bueno pues ya llevo cuánto tres días jugando bueno la verdad se los recomiendo si esta pues está entretenido es como me gusta o sea es un tipo 2D no es de disparos ni nada de eso pero si Se los recomiendo igual lo podemos no sé lo podemos jugar solamente qué a menos que sea en la consola porque pues aquí no se puede jugar entre todos tendría que ser en otro lugar Pero si está bueno igual se escuchan ruidos Pues son mis perros mi familia esta acá afuera perdón por el ruido pero sí pues ya casi paso el juego la verdad si está muy enviciado con el Jugando con él,22/10/2021,0.6,No,0.7,Sí,0.5,No,0.4,No,0.8,Sí,04/07/2003,Masculino,18,Exp 3-1
nSVteB3jUpNYh3huzcXEvXYfml42, Bueno para empezar me gustaría estar hablando sobre lo que es el proyecto que debemos de hacer en la materia de mecatrónica aplicada se trata de un sistema automatizado de llenado Y sellado de latas de pintura Y bueno básicamente es esto es el como les digo el sellado de una lata previamente llenada y además de que contará con un procesador de imágenes que dirá el estado a lo que es la consecución del proyecto que básicamente es como lo dice su nombre llenar latas de pintura y sellarlas posteriormente en un proceso que llevará a cabo un actuador Vamos a realizar lo que es un como le digo un sistema automático en el que vamos a estar utilizando sensores moto reductores una banda transportadora y diferentes tipos de actuadores que nos estarán ayudando,28/10/2021,0.8,Sí,0.6,No,0.3,No,0.8,Sí,0.3,No,12/01/1999,Masculino,22,Exp 3-1
20sBkoLsK2gGoCsKK1oY0r3KHsl1, Mira es que te recuerdo las historias Fanfiction no tienen que ser precisamente parecidas a las originales Sino que la idea es que se modifique ciertas partes gran parte de una Historia original Sea lo que tú consideras que sea correcto de otro modo no sería un Fanfiction sería una adaptación o una imaginación de lo que uno se piensa un Fanfiction es básicamente lo que el fan le hubiera gustado para su historia o de lo contrario no es divertido la idea de los Fanfiction es que sean divertidos con respecto a tus ideas y una cosa es que te guste a ti pero a otros no O al revés puede que a ti no te guste y a otros sí el punto de esto es que uno se libere y que deje ir la imaginación lo más que se pueda y que te diviertas con ello no sé si quede claro o alguna otra pregunta,01/11/2021,0.6,No,0.7,Sí,0.3,No,0.6,No,0.2,No,16/03/1998,Masculino,23,Exp 3-1
jA9I9Oxh3vMo7jLLDF5tTxTtvfc2, Buenas tardes esta vez hablaremos sobre los repuestos mecánicos chinos o chafas este en algunas veces cuando tenemos un carro el mecánico te dice bueno cuando tienes una falla en un carro te surge una falla en el carro por lo regular vamos con el mecánico porque no sabemos qué tipo de falla tiene cuándo llegas con el mecánico te dice y te da el diagnóstico te dice tengo esta pieza ésta te sale más barata y tengo esta otra pieza y te sale más carita bueno en general creo que la mayoría nos iríamos por la barata pero que sucede cuando compramos la pieza barata este corre riesgo de qué,28/10/2021,0.8,Sí,0.9,Sí,0.5,No,0.7,Sí,0.8,Sí,19/04/1999,Masculino,22,Exp 3-1
DSyPhkMobWPlEHP4IHSjJtFRv2q1, Bueno favoritos uno de mis videojuegos favoritos que he estado jugando a lo largo de los años desde que estaba pequeño es Pokémon es una serie de videojuegos que realmente a mí me gustado mucho desde los primeros Pokémon que he jugado El juego posteriormente también el Pokémon Esmeralda Fue me gustó mucho la jugabilidad que tenías que ir atrapando ir subiendo de experiencia ir entrenándolos elegir el adecuado de varios tipos también cuando cuando llegue el Pokémon Esmeralda hay una parte que me marcó definitivamente me gustó mucho la parte cuando atrapabas al Tebas que tenías que estar en diferentes Sloth o sea luego salían pequeños slots de cuadritos Y tenías que estar buscando Hasta poder conseguirlo esa parte a mí me pareció en su momento un poco frustrante pero una vez que lo consigues es como una satisfacción muy grande para ti el lograr conseguir ese logro y desde ese momento me sigue gustando,28/10/2021,0.9,Sí,0.9,Sí,0.7,Sí,0.9,Sí,0.6,No,13/04/1999,Masculino,22,Exp 3-1
CmkVLQqnGlMFYGowqiBFuvTlzdF3, Hey ya Hicieron la tarea de cálculo ya a ver quién la hizo a ver $NAME$ vamos a probar a ver si no me salió mal cuánto te salió en la primera a ver si la de la función de FX+ 2X algo así no me acuerdo si me salió igual lo mismo a ver la segunda que no está bien mal $NAME$ Deja de grabar,21/10/2021,0.5,No,0.9,Sí,0.5,No,0.8,Sí,0.5,No,23/02/2002,Masculino,19,Exp 3-1
IFw2wPoy1Yf6zpVRMyzXJZlugws2, Ayer estaba jugando bueno ayer me hice una cuenta nueva de Rocket League Smurfs para conseguir objetos y así venderlos y tener créditos y por alguna extraña razón empecé a jugar bastante mejor de lo normal o sea hice jugadas usualmente no hago que no sabía que podía hacer Y me sentí extraño o sea no es algo que suele hacer pero me gustó no es algo que considero es algo positivo y si también ayer bueno hoy tuve un examen de matemáticas esqueléticas discretas medio extraño no sé qué tan bien me va a ir pero yo estudié yo hice lo mejor que pude creo que la mayoría de cosas las contesté bien pero a lo mejor hubo unas que tenía dudas y pues en un examen no puedes no puedes investigar entonces me gustaría saber qué va pasar ahí,22/10/2021,1,Sí,0.8,Sí,0.7,Sí,0.5,No,0.5,No,14/12/2003,Masculino,17,Exp 3-1
KCGzMJUokdSIqxBR3w6881CWNvV2, Hola Plebes cómo están les quiero platicar sobre pues como me está yendo en la universidad y pues respecto a la carrera no en la que estoy pues inicié Y quise agarrar atletismo de siete a ocho pero yo lo quería agarrar de siete a ocho de la tarde y pues resultó que la agarré de siete a ocho de la mañana y pues ahora me levanto temprano y hagan de cuenta que también pues de siete a ocho tomo inglés luego pues de 12 a seis tengo las clases normales saben y luego ya salgo pues hago mis tareas lo que nos toca ya ven que nos dejan tareas de cada una de las materias y hagan de cuenta que después vamos al gimnasio yo y mi mamá todos los días a veces yo voy por ella a veces ella viene por mí y pues eso es todo mi día básicamente desde que iniciamos clases y pues la neta estoy muy a gusto estoy cómoda pero pues me gustaría mejorar,11/10/2021,0.5,No,0.6,No,0.5,No,0.8,Sí,0.5,No,19/02/2003,Femenino,18,Exp 3-1
UzBq5N32HyVG4nBz8w41LpVcS8U2, No se güey pues todo depende yo digo depende de las cosas que hayan hecho no creo que todas sean iguales de alguna manera algunas se acercan nomás para hacer amistad pon alguna que otra razón entonces así es me entiendes Güey ahorita estaba jugando con unos amigos bueno con un amigo y éste no hacía de las cosas bien como se lo decía pero el bato disque podía ser de qué Back life y todo eso en el Rocket League Y no güey la tenía bien puesta y la fallaba,04/11/2021,0.6,No,0.8,Sí,0.8,Sí,0.8,Sí,0.2,No,11/02/2003,Masculino,18,Exp 3-1
4UTaotXl9GhBoGTIsY10ELmyMsU2, Bueno tenemos que comenzar a trabajar porque después nos pega Machín el dolor de cabeza pero creo que podemos hacer algo al respecto Y deberíamos de comenzar con el proyecto de programación de automatización Eso no salió como yo esperaba pero estamos en lo correcto pero bueno aquí estamos trabajando y bueno vamos a hablar un poco de Las cosas como son como iba diciendo las cosas van bien Deberíamos de comenzar a trabajar con ciertos paquetes,21/10/2021,0.7,Sí,0.6,No,0.7,Sí,0.8,Sí,0.6,No,18/01/2002,Masculino,19,Exp 3-1
T8yiWJwcT5S4DiriJ3oJSSsAVc72, En Fortalezas puedo destacar muy rápidamente que soy muy decidido y muy comprometido soy muy responsable y en debilidades creo que a veces cuando las cosas no me salen como las planeé me frustro un poco,29/10/2021,0.7,Sí,0.7,Sí,0.5,No,0.8,Sí,0.4,No,10/05/1999,Masculino,22,Exp 3-2
axEjlGhcTrWOVQiIu9OimHrAk1p1, Bueno creo que deberían de contratarme porque soy una persona a la cual tiene bastante conocimiento en general soy bastante enfocado trato de hacer las cosas qué toca hacer sin tener qué que dejarlas ahí nomás tiradas en esa parte creo que mi fortaleza es que soy un poco responsable creo que es algo muy bueno en un trabajador si realmente necesitan alguien creo que soy la persona indicada soy bueno para prácticamente todo sería mi debilidad sería prácticamente ninguna más que nada porque siento que cuando doy algo en lo que estoy trabajando puedo dar prácticamente al 100%,03/11/2021,0.6,No,0.8,Sí,0.4,No,0.6,No,0.8,Sí,01/01/1999,Masculino,22,Exp 3-2
y6Di4MfMj3WbNXcFclnbeSsH8kF2, Pues yo considero que podría tener este empleo ya que soy apto para realizarlo yo desde chico me he considerado no considerado sino qué las cuestiones la misma gente siempre me empujaba a mí como que a ser el líder del grupo yo era el que repartía de que Hey tú haz esto y esto y se sentía Sin siquiera determinar de qué tú vas a ser el jefe siempre partían de ahí tal vez por mi personalidad yo era una personalidad muy seria y yo digo las cosas cuando yo considero que  Cuando a mí no me parece algo yo lo digo lo digo lo digo en el momento claro con respeto pero lo digo y puede generar choque de opiniones Y yo digo que eso puede generar algún tipo de problema con ciertas personas pero mis fortalezas es que digo las cosas y me gusta trabajar al momento o sea puedo realizar las cosas tal como las piden las hago o sea no pongo peros simplemente te toca esto haz esto y lo hago cuando se da el caso pero siempre vamos a trabajar demasiado soy muy exigente para realizar el trabajo y siempre lo hago siempre lo termino en tiempo y forma siempre,28/10/2021,1,Sí,0.5,No,0.7,Sí,0.9,Sí,0.3,No,16/06/1999,Masculino,22,Exp 3-2
29o7yuT2iaTyiCC8rAkMPMtKjdm2, Pues las mayores fortalezas que tengo son el respeto puntualidad soy bueno trabajando en equipo tengo una excelente actitud hacia mis compañeros no tengo problemas hay no ya me confundí,28/10/2021,0.8,Sí,0.9,Sí,0.7,Sí,1,Sí,0.6,No,19/09/1998,Masculino,23,Exp 3-2
2tzNISrbZGM8fE57GsLzyD92bim1, Yo creo que mi fortaleza es más grande no lo sé creo que soy ingenioso O sea para resolver problemas tengo una buena resolución de problemas y una de mis debilidades es de qué soy no pues trabajo en equipo se podría decir pero no es mi cosa favorita me gusta hablar con la gente pero me irrito muy fácilmente soy muy procrastinador mucho la verdad soy muy procrastinador pero creo que deberían de contratarme ya que pues soy una buena persona respetuosa qué le tiene pasión a lo que,21/10/2021,0.6,No,0.4,No,0.4,No,0.7,Sí,0.3,No,24/12/2001,Masculino,19,Exp 3-2
UzypVjO1RtVLm7GvboNYCwe0B7E3, Mis fortalezas son que soy responsable soy ordenado me gustan los trabajos bien hechos y soy perfeccionista mis debilidades considero que al ser perfeccionista Y ordenado me toma más tiempo de lo normal hacer los trabajos pero los resultados son muy buenos considero que deberían de contratarme porque puede que tarde más de lo normal haciendo algún trabajo pero estarán seguros de qué será hecho de la mejor manera ya que si me es dado los recursos puedo hacer muchas cosas no tengo una muy buena imaginación por lo que por mi cuenta no puedo hacer mucho pero si se me da las órdenes puedo seguirlas al pie de la letra sin ningún problema eso sería todo,09/10/2021,0.4,No,0.8,Sí,0.4,No,0.4,No,0.6,No,01/08/2003,Masculino,18,Exp 3-2
Dx2lw02bpnXDS6aUHm440Ay9IH33, La verdad mis mayores fortalezas serían la honestidad la confianza la lealtad pero sobre todo la responsabilidad debilidades se podría decir que confío demasiado en las personas y eso podría ser una de mis mayores debilidades por qué consideras que deberíamos de contratarte por que puedo ser la persona más leal que haya en esa empresa si quieren hacer un fraude si quieres hacer cualquier tipo de cosa yo te apoyaré solo si veo qué es la única opción que nos queda intentaré apoyarte tanto como pueda no soy una persona muy dedicada Pero me esfuerzo en cumplir las expectativas de las personas,21/10/2021,0.8,Sí,0.9,Sí,0.9,Sí,1,Sí,0.7,Sí,19/10/2000,Masculino,21,Exp 3-2
yoWiNiz7b1f16gBC4Rg5LZEMK6s1, OK pues hablando de mis mayores fortalezas yo diría qué que una de las más grandes fortalezas que tengo yo como persona es que soy una persona muy muy ordenada soy una persona que le gusta una persona muy responsable que le gusta cumplir con las cosas en tiempo y forma al momento de estar trabajando en equipos en equipos de trabajo pues cumplo me gusta de vez en cuando tomar el liderato de las actividades a realizar en el equipo y pues hablando de debilidades yo diría que me estreso mucho me tomo tan en serio las cosas qué puedo llegar a estresarme demasiado y por qué deberían de contratarme pues yo considero que soy un muy buen candidato un muy buen elemento para esta empresa y cumplo con los requerimientos que tienen y como decía me gusta cumplir con las cosas en tiempo y forma entonces,28/10/2021,0.7,Sí,0.7,Sí,0.6,No,0.8,Sí,0.6,No,09/09/1999,Masculino,22,Exp 3-2
Q0oXb8YHhreJwURIEwnN7eSWAgZ2, En cuánto a las fortalezas me considero una persona que tiene mucha dedicación en lo que hace mucha persistencia y que sabe bien qué es lo que realmente quiere esto me ayuda de cierta forma a diferenciarme del resto de los competidores del resto de los entrevistados porque realmente marca la diferencia entre lo que un empleador busca en cuento a mis debilidades considero que soy un tanto impaciente en cuanto a las cosas debido a que cuando inicio algo lo tengo que terminar entonces de cierta forma puede causar un poco de estrés o de incomodidad en los demás al momento de trabajar o en mismo y es algo que yo considero que no,06/11/2021,0.8,Sí,0.6,No,0.8,Sí,1,Sí,0.8,Sí,12/06/1999,Masculino,22,Exp 3-2
HsGfNlkGq5bQed9NkMCxFV1Es7t1, Mis mayores fortalezas son que soy proactivo y creo que tengo una gran imaginación para hacer las cosas también pues cuando me enfoco en hacer algo lo voy a hacer hasta terminarlo Es decir que digamos si tengo una meta la voy a lograr también que soy muy perfeccionista con las cosas si se ocupa deshacer todo y volverlo hacer del comienzo para que salga mejor lo voy a hacer Eso se podría considerar como una debilidad pero yo lo considero como una fortaleza para mí en mis debilidades es que soy se podría decir que un poco flojo dejo todo para el último y tiendo a Procrastinar mucho  creo que deberían de contestarme porque soy bueno en el trabajo en equipo si consideran que es necesario alguien que termine las cosas perfectamente ,23/10/2021,0.7,Sí,0.6,No,0.7,Sí,0.9,Sí,0.5,No,15/05/2002,Masculino,19,Exp 3-2
egaZ8VRYG3TkVywSkSl9DCA0KsT2, Mis mayores fortalezas son que soy puntual bueno al menos lo intento y creo que la mayoría de las veces si lo logro otra es que le pongo empeño a mi trabajo o sea normalmente me dejan tareas pues las intento hacer de la mejor manera posible siempre de la manera más efectiva y eficiente posible y mis debilidades son que a veces me da flojera y cuando me da flojera híjole y también que normalmente me gusta mucho no se me entretengo con otras cosas muy fácilmente Y que me da vergüenza y miedo algunas cosas pues entonces esas son mis mayores debilidades en el trabajo yo diría por qué fortalezas si tengo bastantes más que debilidades en el ámbito laboral,22/10/2021,0.8,Sí,0.8,Sí,0.7,Sí,0.7,Sí,0.6,No,10/07/2003,Masculino,18,Exp 3-2
wCqaZSMTzLQPeczO0xAUs2bEv4o1, Pues mis fortalezas son más que nada el trabajo en equipo y también al iniciar me gusta asumir que no sé nada de esa manera se me es más fácil poder aprender nuevos conocimientos más rápido de una manera más sencilla y también mis fortalezas son preguntar sobre el conocimiento de los demás y poner es el lado humilde además Cuándo me gusta un trabajo la verdad voy incluido mi energía pongo mucho empeño en ello mis debilidades podrían ser un poco más dirigidas hacia la falta de conocimiento pero la verdad más que nada en fortalezas es aprender y poder crecer Y que sea algo muy interesante y conocer nueva gente conocer nuevas cosas que se está haciendo en el mundo que es lo que sirve eso,29/10/2021,0.8,Sí,0.9,Sí,1,Sí,0.6,No,0.4,No,07/01/1998,Masculino,23,Exp 3-2
vkm2jZdh8Bh3USR5xRj3LI3LSiI2, Mis mayores fortalezas son que no me puedo rendir tan fácil en cualquier trabajo lo voy a seguir insistiendo e insistiendo e insistiendo hasta terminarlo no importa si un momento que llegue a salir mal o bien yo voy a tratar de mejorar o lo que sea que está haciendo mi mayor debilidad es qué a veces me atraso demasiado con el tiempo de entrega y pues me gustaría que me contratarán porque puedo llegar a mejorar muchísimo más y planear sobre que estamos haciendo y llevar y pues me gustaría que me contrataran,04/11/2021,0.5,No,0.8,Sí,0.8,Sí,0.7,Sí,0.6,No,13/08/2002,Masculino,19,Exp 3-2
9SAwUDKFtgQfzJ2iB917dNqyzaR2, Pues en este caso yo considero que una de mis mayores fortalezas sería lo que es la facilidad para los idiomas los comprendo bastante rápido en este caso me considero una persona puntual dedicada y respetuosa confío mucho en mis compañeros en el sentido de qué Si necesitan ayuda los puedo auxiliar en el caso de que yo sepa de qué están haciendo o se trata el tema y una de mis debilidades yo considero que soy una persona bastante distraída me distraigo con mucha facilidad en ciertas ocasiones me impaciento con las personas qué estoy tratando o en alguna situación en la cual no sepa controlar demasiado bien y también me siento muy indeciso en cuándo estoy con demasiado estrés y por qué deberían de contratarme pues como he dicho anteriormente soy una persona pues puntual dedicada me gusta mucho ayudar a los,21/10/2021,0.4,No,0.6,No,0.5,No,0.5,No,0.6,No,31/03/2001,Masculino,20,Exp 3-2
zFbEUSeTEjUhZK1XemkQxIIyouG3, Una de mis mayores fortalezas sería de qué cuando tengo un proyecto o algún trabajo yo trato de sacar lo mejor de él o sea desempeñándome mejor entregando un buen trabajo de mis debilidades sería qué puedo llegar a Procrastinar mucho pero pues a quien no le pasa deberían de contratarme porque destaco en ese puesto incluso sobre el,05/11/2021,0.4,No,0.2,No,0.2,No,0.8,Sí,0.4,No,28/09/2002,Femenino,19,Exp 3-2
arTYhi4NajZOaO3HPSsXZ4IqupA2, Considero que soy una persona enfocada que cuando realmente está interesado en un objetivo o en llegar a alguna meta me enfoco mucho hasta lograrlo también creo que soy muy bueno trabajando en equipo si tengo alguna indicación de las cosas que debo de hacer la sigo al pie de la letra sin mayor problema y en cuanto a las debilidades creo que soy malo tomando decisiones Qué podrían afectar en medida a mi trabajo pues entonces yo creo que esa es mi mayor debilidad que no tomo decisiones pero también me considero una persona confiable a la que se le puede confiar el trabajo Sacar adelante de la mejor manera posible también creo que soy bueno lidiando con el estrés y con los nervios entonces por ese lado todo bien,28/10/2021,0.6,No,0.8,Sí,0.5,No,0.8,Sí,0.5,No,02/09/1999,Masculino,22,Exp 3-2
DOIxrvGJKHexpjsBAPh4zf5eXyQ2, Pues yo considero que mis mayores fortalezas son que soy una persona muy ordenada este siento que siempre cumplo con los trabajos que se deben de hacer en tiempo y forma también pues me considero confiable no sé y una de mis debilidades sería que soy un poco inseguro sobre mi trabajo siempre siento que puede ser hecho mejor también de que me pongo muy nervioso en situaciones de estrés o incluso no necesito que tenga que sea demasiado no se me pongo estresado de una forma muy fácil Y considero que me deberían de contratar porque no sé yo siempre me he considerado que destaco del resto aunque creo que mucha gente se considera así pero creo que tengo algo diferente que aportar,01/11/2021,0.5,No,0.8,Sí,0.4,No,0.8,Sí,0.3,No,06/02/1999,Masculino,22,Exp 3-2
XVGOjfVL1gfJNHLgXQc0gxSy8dT2, Bueno la verdad es de qué en si yo tengo pues cierto problema a la hora de lo que viene siendo hablar con gente nueva y lo que viene siendo en un principio pues ser O sea adaptarme a eso nuevo pero aún con ello pues lo intento o sea yo realmente lo intento y hago lo mejor posible de qué pueda de que pueda encajar o adaptarme a esto que me piden y también pues me esfuerzo mucho me esfuerzo en sacar lo que viene siendo algún trabajo o en sí a aprender lo que viene siendo este tipo de maquinaria o también pues algún tipo de software o programa así que pienso de qué pues si me contratan podría por ejemplo ver el estilo del programa que llevan también pues cómo solucionar sus problemas que también tengo esa cualidad,28/10/2021,0.8,Sí,0.6,No,0.5,No,0.8,Sí,0.6,No,03/11/1998,Masculino,22,Exp 3-2
XRSUFEYKXiYaBqTxt8ginmb4tHR2, Entre mis mayores fortalezas está el que soy alguien que no le gusta estarse quieto y cuando empieza algo no para hasta que termina o logra un resultado bueno factible entre las Características mis mayores debilidades son qué rara vez puedo decirle que no a alguna persona cuando miro que necesita ayuda O simplemente si es alguien conocido nunca le digo que no y si es alguien desconocido pues el 90% de las ocasiones la accedo a considerar un favor porque considero que deberían de contratarme pues aparte de qué ya culmine con mis estudios tengo buena calificación y además siento que he aprendido mucho que estoy sobre encima de algún 70 u 80% de todos los egresados de este semestre de esta generación por así decirlo,29/10/2021,0.8,Sí,0.8,Sí,0.9,Sí,0.9,Sí,0.9,Sí,25/01/1999,Masculino,22,Exp 3-2
1K90fX7HEQb7q37RChtWZEnhN8i2, Este pues yo tengo como fortalezas lo que es el la perseverancia las ganas de aprender la colaboración con otras personas para hacer equipo la facilidad que tengo y pues como debilidad es que en ocasiones soy muy reservado en algunos aspectos y pues yo pienso que deberían de contratarme pues para más o menos desarrollarme en ese ámbito saber cómo es que las cosas se hacen se desarrollan y compartir ideas con mis compañeros de trabajo también y por qué no cómo encargado o jefe de ese departamento o esa área y de esta manera compartir ideas y aprender todos de lo qué que aprendemos cada uno compartir ideas y seguir aprendiendo,05/11/2021,0.6,No,0.9,Sí,0.3,No,0.9,Sí,0.6,No,03/10/2002,Masculino,19,Exp 3-2
5H7T2OCvdXPXpYZORd8h1LwhyyH2, Bueno este para empezar yo me considero pues que soy una persona con gran capacidad de aprendizaje me considero una persona puntual responsable una persona proactiva tengo pues alta disponibilidad de tiempo acabo de salir de mi último semestre de la carrera para hacer las residencias y pues a mí me apasiona estar en ambientes dinámicos me gusta la innovación participar en proyectos desarrollar soluciones a problemas de manera innovadora la mejora continua me gusta saber acerca de la tecnología y considero que puedo aportar mucho a la empresa y que la empresa puede aportar mucho a mi desarrollo como persona y como ingeniero entonces me gustaría formar parte de ellos me gustaría aportar ideas a todas las problemáticas o todos los proyectos que se tengan que desarrollar y asimismo aprender de cada uno de ellos me gusta trabajar en equipo me gusta este tener retos,29/10/2021,1,Sí,0.9,Sí,0.7,Sí,0.9,Sí,0.7,Sí,29/04/1999,Masculino,22,Exp 3-2
oISbost07weekqcjbEJQwxE5QuD2, Mis mayores fortalezas son el liderazgo el esfuerzo la dedicación la disciplina todo  aquello que tenga complejo de dificultad esa Ésas son mis virtudes como debilidades un poco pues la inseguridad el estrés exceso de estrés puedo manejar muy bien estrés soy Son mi debilidad en lo personal manejo mucho más virtudes no dejo que me ganen las debilidades y siempre que trato de esforzarme lo hago lo mejor posible y si veo una debilidad trato de atacarla para reforzarla eso es parte de mi personalidad y de mi formación trato siempre de tener esa parte al máximo y a lo adecuado,03/11/2021,0.2,No,0.3,No,0.6,No,0.5,No,0.4,No,27/06/1995,Masculino,26,Exp 3-2
PorfZX6Pa4ZDLvm4kyox10Lu5Lo2, Bueno en mi caso a las fortalezas que he presentado toda mi vida que realmente también es una debilidad es que como debilidad nunca he podido pedir ayuda en muchas cosas por lo general si tenía un proyecto lo que sea en la escuela no pedía ayuda pero gracias a eso aprendí hacer Didacta y aprendí hacer muchas cosas en el proceso si necesitaba ayuda para hacer un dibujo aprendía dibujar si necesitaba programar algo aprendí a programar y así lo estuve desarrollando durante años lo cual pues digamos qué que me he vuelto versátil en ese sentido eso si he aprendido a trabajar equipo a lo largo de la escuela me obligaron a trabajar en equipo así que eso ya es algo que ya manejo igual todo lo logro es algo que se podía asumir dentro de lo que puede hacer Y ciertamente si presento el mínimo interés el mínimo lo que sea en lo que sea que me esté presentando me ponen enfrente aseguro que puedo hacer maravillas con lo que hago las cosas que no me interesan las hago normal y si tengo interés maravilla,28/10/2021,0.4,No,0.4,No,1,Sí,0.9,Sí,0.5,No,21/04/1998,Masculino,23,Exp 3-2
czMKuBjw7CcgnGELXprcpv9DwuF2, Bueno entre las fortalezas relacionado a la área que estoy estudiando que sería ingeniería mecatrónica pues me gusta mucho lo que es el área de automatización y electricidad que en este caso pues vendría siendo más enfocado a lo que vendría siendo PLC con su lenguaje Ladder y todo lo que tiene que ver con sensores y todo lo relacionado con ello al igual que también lo que vendría siendo los tableros eléctricos con su diagrama de potencia y de control y también pues me ser gusta ser disciplinado entre pues las debilidades podría ser que me cuesta trabajo confiar en las demás personas cuando es alguien nuevo una vez ya conociendo bien esa persona,02/11/2021,0.6,No,0.9,Sí,0.3,No,0.7,Sí,0.8,Sí,10/12/1998,Masculino,22,Exp 3-2
GRAg6MbraBb5NwzB7T5eODQ8bEf1, Mi mayor fortaleza es mi honestidad así cómo también es mi mayor debilidad Y considero que es un arma de doble filo porque deberían de contratarme bueno eso depende lo que busca la empresa no pero soy buen trabajador y pues puedo hacer el trabajo trabajo bien soy productivo y bueno estoy preparado para el puesto que no al 100% pero igualmente si me sale,05/11/2021,0.5,No,0.9,Sí,0.5,No,1,Sí,1,Sí,18/02/2003,Masculino,18,Exp 3-2
4GzWaLIpMhSCYUzVThRddYBLPbc2, Bueno pues mi mayor fortaleza sería que aprendo rápido y pues trabajo muy bien en equipo me gusta mucho socializar más que nada con gente pues de qué yo considero que vale la pena hablar y pues ya que esté trabajando En una empresa qué yo pues digamos es lo que apunté desde que empecé ahí y pues ya tendría yo la razón para trabajar bien y considero pues que deberían de contratarme porque pues ofrezco muchas cosas digamos qué Al inicio no se vería lo que puedo lograr pero puedo lograr muchas cosas en cuanto a innovación porque pues pienso rápido tengo muchas ideas y cosas que me gustaría aplicar más que nada Y al igual pues mis debilidades mayormente necesito yo tiempo para adaptarme o sea que de inicio no voy a demostrar todo esto que estoy diciendo tengo que aclimatarme pues al ambiente laboral de acuerdo porque soy un poco nervioso,02/11/2021,1,Sí,0.9,Sí,0.5,No,0.7,Sí,0.5,No,12/01/1999,Masculino,22,Exp 3-2
2XiTmfAzbZZKfoFdCUi0cRGdLzS2, Bueno creo qué varias de mis fortalezas es qué trabajo muy bien en equipo me sé expresar bien la verdad es que soy muy creativa y como no me gusta quedarme con el trabajo acumulado me gusta hacer las cosas en el momento o un lapso después Y siento que puedo impulsar a las demás personas a trabajar no sé cuando están aplazando las cosas o algo así me gusta mucho trabajar en equipo así que pues más que nada entre todos lo hacemos más interactivo y pues a la vez terminamos las cosas más rápido y bien pero creo que una de mis debilidades es qué no me quedo como callada o sea no respondo pero no me gustan las injusticias y casi siempre defiendo eso bueno creo que eso sería mi debilidad,05/11/2021,0.7,Sí,0.5,No,0.7,Sí,0.9,Sí,0.7,Sí,01/04/2003,Femenino,18,Exp 3-2
